0.7921,-0.2415,0.7771
0.7921,-0.2415,0.7769
0.7922,-0.2415,0.7774
0.7924,-0.2415,0.7771
0.7927,-0.2415,0.7776
0.793,-0.2415,0.7785
0.7934,-0.2415,0.7786
0.7941,-0.2415,0.7797
0.7947,-0.2415,0.7808
0.795,-0.2415,0.7809
0.7954,-0.2415,0.7814
0.7958,-0.2415,0.7821
0.7964,-0.2415,0.7828
0.797,-0.2415,0.7833
0.7976,-0.2416,0.784
0.7979,-0.2416,0.7847
0.7983,-0.2416,0.7844
0.7986,-0.2416,0.7853
0.799,-0.2416,0.7854
0.7994,-0.2416,0.7856
0.8002,-0.2416,0.7862
0.8009,-0.2416,0.787
0.8016,-0.2416,0.7878
0.8021,-0.2416,0.7881
0.8028,-0.2416,0.7881
0.8034,-0.2417,0.7886
0.804,-0.2417,0.789
0.8043,-0.2417,0.7892
0.8047,-0.2417,0.7898
0.8051,-0.2417,0.7897
0.8054,-0.2417,0.79
0.8065,-0.2417,0.7905
0.807,-0.2417,0.7911
0.8076,-0.2417,0.7916
0.8086,-0.2418,0.7918
0.809,-0.2418,0.7924
0.8093,-0.2418,0.7926
0.8097,-0.2418,0.7926
0.8101,-0.2418,0.793
0.811,-0.2418,0.7932
0.8116,-0.2419,0.7938
0.8121,-0.2419,0.7939
0.8125,-0.2419,0.7942
0.8132,-0.2419,0.7945
0.8135,-0.2419,0.7945
0.8138,-0.2419,0.7949
0.8142,-0.2419,0.795
0.8149,-0.2419,0.7954
0.8156,-0.2419,0.7955
0.8162,-0.242,0.7959
0.8167,-0.242,0.7961
0.8171,-0.242,0.796
0.8174,-0.242,0.7962
0.8188,-0.242,0.7971
0.8193,-0.242,0.7977
0.8198,-0.242,0.7973
0.8204,-0.242,0.7978
0.8207,-0.242,0.7976
0.8211,-0.242,0.7984
0.8214,-0.242,0.7984
0.822,-0.2421,0.7982
0.8229,-0.2421,0.799
0.8232,-0.2421,0.7984
0.8237,-0.2421,0.7986
0.824,-0.2421,0.7988
0.8244,-0.2421,0.7995
0.8248,-0.2421,0.7994
0.8254,-0.2421,0.7998
0.826,-0.2421,0.7995
0.8268,-0.2421,0.8004
0.8274,-0.2422,0.8005
0.8283,-0.2422,0.8006
0.8286,-0.2422,0.801
0.829,-0.2422,0.8006
0.8303,-0.2422,0.8013
0.8309,-0.2422,0.8019
0.8314,-0.2422,0.8016
0.8317,-0.2422,0.8016
0.832,-0.2422,0.8022
0.8324,-0.2423,0.8015
0.8328,-0.2423,0.8023
0.8338,-0.2423,0.8024
0.8347,-0.2423,0.8028
0.8353,-0.2423,0.8026
0.8359,-0.2423,0.8033
0.8363,-0.2424,0.8033
0.8372,-0.2424,0.8034
0.8377,-0.2424,0.8035
0.8383,-0.2424,0.8035
0.8387,-0.2424,0.8042
0.8391,-0.2424,0.8037
0.8394,-0.2424,0.8041
0.8397,-0.2424,0.8042
0.8406,-0.2424,0.8042
0.8415,-0.2425,0.8039
0.8421,-0.2425,0.8048
0.8424,-0.2425,0.8052
0.843,-0.2425,0.8046
0.8437,-0.2425,0.8048
0.8446,-0.2425,0.8052
0.8449,-0.2425,0.8052
0.8452,-0.2425,0.8053
0.8456,-0.2425,0.8052
0.8459,-0.2425,0.8055
0.8471,-0.2426,0.8057
0.8476,-0.2426,0.8058
0.848,-0.2426,0.8059
0.8484,-0.2426,0.806
0.8487,-0.2426,0.8061
0.8498,-0.2426,0.806
0.8505,-0.2426,0.8064
0.851,-0.2426,0.8064
0.8515,-0.2426,0.8066
0.8519,-0.2426,0.8067
0.8522,-0.2427,0.8065
0.8526,-0.2427,0.8065
0.853,-0.2427,0.8069
0.8533,-0.2427,0.8071
0.8542,-0.2427,0.8067
0.8548,-0.2427,0.8074
0.8553,-0.2427,0.8075
0.8557,-0.2427,0.8075
0.856,-0.2427,0.8075
0.8569,-0.2427,0.807
0.8576,-0.2427,0.8074
0.8579,-0.2428,0.8076
0.8583,-0.2428,0.8075
0.8588,-0.2428,0.8074
0.8593,-0.2428,0.8077
0.8596,-0.2428,0.8076
0.86,-0.2428,0.8078
0.8603,-0.2428,0.8078
0.8611,-0.2429,0.8083
0.8617,-0.2429,0.808
0.8621,-0.2429,0.808
0.8626,-0.2429,0.8082
0.863,-0.2429,0.8081
0.8634,-0.2429,0.8086
0.8637,-0.2429,0.8085
0.8641,-0.2429,0.8085
0.8645,-0.2429,0.8085
0.8653,-0.2429,0.8088
0.8658,-0.2429,0.8091
0.8664,-0.243,0.8089
0.8667,-0.243,0.809
0.8671,-0.243,0.8091
0.8675,-0.243,0.809
0.8678,-0.243,0.8091
0.8688,-0.243,0.8089
0.8691,-0.243,0.8092
0.8695,-0.243,0.8092
0.8705,-0.243,0.8092
0.8709,-0.243,0.8094
0.8712,-0.243,0.8095
0.8726,-0.2431,0.8096
0.8736,-0.2431,0.8098
0.874,-0.2431,0.8098
0.8746,-0.2431,0.8099
0.875,-0.2431,0.81
0.8754,-0.2431,0.8102
0.8757,-0.2431,0.8102
0.8761,-0.2431,0.81
0.8767,-0.2431,0.81
0.8774,-0.2432,0.8101
0.8779,-0.2432,0.8105
0.8784,-0.2432,0.8108
0.879,-0.2432,0.811
0.8796,-0.2432,0.8102
0.8803,-0.2432,0.8112
0.8806,-0.2432,0.8105
0.8811,-0.2433,0.8107
